Region,district,Date,visitors
Foreign,Jagtial ,01-06-17,0
Foreign,Jagtial ,01-07-17,0
Foreign,Jagtial ,01-08-17,0
Foreign,Jagtial ,01-09-17,0
Foreign,Jagtial ,01-10-17,0
Foreign,Jagtial ,01-11-17,0
Foreign,Jagtial ,01-12-17,0
Foreign,Jangaon ,01-01-17,0
Foreign,Jangaon ,01-02-17,0
Foreign,Jangaon ,01-03-17,0
Foreign,Jangaon ,01-04-17,0
Foreign,Jangaon ,01-05-17,0
Foreign,Jangaon ,01-06-17,0
Foreign,Jangaon ,01-07-17,0
Foreign,Jangaon ,01-08-17,0
Foreign,Jangaon ,01-09-17,0
Foreign,Jangaon ,01-10-17,0
Foreign,Jangaon ,01-11-17,0
Foreign,Jangaon ,01-12-17,0
Foreign,Jayashankar Bhoopalpally,01-01-17,85
Foreign,Jayashankar Bhoopalpally,01-02-17,38
Foreign,Jayashankar Bhoopalpally,01-03-17,35
Foreign,Jayashankar Bhoopalpally,01-04-17,36
Foreign,Jayashankar Bhoopalpally,01-05-17,40
Foreign,Jayashankar Bhoopalpally,01-06-17,35
Foreign,Jayashankar Bhoopalpally,01-07-17,42
Foreign,Jayashankar Bhoopalpally,01-08-17,45
Foreign,Jayashankar Bhoopalpally,01-09-17,56
Foreign,Jayashankar Bhoopalpally,01-10-17,55
Foreign,Jayashankar Bhoopalpally,01-11-17,58
Foreign,Jayashankar Bhoopalpally,01-12-17,57
Foreign,Jogulamba Gadwal ,01-01-17,20
Foreign,Jogulamba Gadwal ,01-02-17,16
Foreign,Jogulamba Gadwal ,01-03-17,32
Foreign,Jogulamba Gadwal ,01-04-17,29
Foreign,Jogulamba Gadwal ,01-05-17,31
Foreign,Jogulamba Gadwal ,01-06-17,32
Foreign,Jogulamba Gadwal ,01-07-17,34
Foreign,Jogulamba Gadwal ,01-08-17,25
Foreign,Jogulamba Gadwal ,01-09-17,42
Foreign,Jogulamba Gadwal ,01-10-17,13
Foreign,Jogulamba Gadwal ,01-11-17,21
Foreign,Jogulamba Gadwal ,01-12-17,10
Foreign,Kamareddy ,01-01-17,0
Foreign,Kamareddy ,01-02-17,0
Foreign,Kamareddy ,01-03-17,0
Foreign,Kamareddy ,01-04-17,0
Foreign,Kamareddy ,01-05-17,0
Foreign,Kamareddy ,01-06-17,0
Foreign,Kamareddy ,01-07-17,0
Foreign,Kamareddy ,01-08-17,0
Foreign,Kamareddy ,01-09-17,0
Foreign,Kamareddy ,01-10-17,0
Foreign,Kamareddy ,01-11-17,0
Foreign,Kamareddy ,01-12-17,0
Foreign,Karimnagar ,01-01-17,0
Foreign,Karimnagar ,01-02-17,0
Foreign,Karimnagar ,01-03-17,0
Foreign,Karimnagar ,01-04-17,0
Foreign,Karimnagar ,01-05-17,0
Foreign,Karimnagar ,01-06-17,0
Foreign,Karimnagar ,01-07-17,0
Foreign,Karimnagar ,01-08-17,0
Foreign,Karimnagar ,01-09-17,0
Foreign,Karimnagar ,01-10-17,0
Foreign,Karimnagar ,01-11-17,0
Foreign,Karimnagar ,01-12-17,0
Foreign,Khammam,01-01-17,0
Foreign,Khammam,01-02-17,0
Foreign,Khammam,01-03-17,0
Foreign,Khammam,01-04-17,0
Foreign,Khammam,01-05-17,0
Foreign,Khammam,01-06-17,0
Foreign,Khammam,01-07-17,0
Foreign,Khammam,01-08-17,0
Foreign,Khammam,01-09-17,0
Foreign,Khammam,01-10-17,0
Foreign,Khammam,01-11-17,0
Foreign,Khammam,01-12-17,0
Foreign,Komaram Bheem Asifabad,01-01-17,0
Foreign,Komaram Bheem Asifabad,01-02-17,0
Foreign,Komaram Bheem Asifabad,01-03-17,0
Foreign,Komaram Bheem Asifabad,01-04-17,0
Foreign,Komaram Bheem Asifabad,01-05-17,0
Foreign,Komaram Bheem Asifabad,01-06-17,
Foreign,Komaram Bheem Asifabad,01-07-17,0
Foreign,Komaram Bheem Asifabad,01-08-17,0
Foreign,Komaram Bheem Asifabad,01-09-17,0
Foreign,Komaram Bheem Asifabad,01-10-17,0
Foreign,Komaram Bheem Asifabad,01-11-17,0
Foreign,Komaram Bheem Asifabad,01-12-17,0
Foreign,Mahabubabad ,01-01-17,0
Foreign,Mahabubabad ,01-02-17,0
Foreign,Mahabubabad ,01-03-17,0
Foreign,Mahabubabad ,01-04-17,0
Foreign,Mahabubabad ,01-05-17,0
Foreign,Mahabubabad ,01-06-17,0
Foreign,Mahabubabad ,01-07-17,0
Foreign,Mahabubabad ,01-08-17,0
Foreign,Mahabubabad ,01-09-17,0
Foreign,Mahabubabad ,01-10-17,0
Foreign,Mahabubabad ,01-11-17,0
Foreign,Mahabubabad ,01-12-17,0
Foreign,Mahbubnagar,01-01-17,42
Foreign,Mahbubnagar,01-02-17,39
Foreign,Mahbubnagar,01-03-17,38
Foreign,Mahbubnagar,01-04-17,39
Foreign,Mahbubnagar,01-05-17,41
Foreign,Mahbubnagar,01-06-17,43
Foreign,Mahbubnagar,01-07-17,42
Foreign,Mahbubnagar,01-08-17,44
Foreign,Mahbubnagar,01-09-17,54
Foreign,Mahbubnagar,01-10-17,47
Foreign,Mahbubnagar,01-11-17,49
Foreign,Mahbubnagar,01-12-17,42
Foreign,Mancherial,01-01-17,0
Foreign,Mancherial,01-02-17,0
Foreign,Mancherial,01-03-17,0
Foreign,Mancherial,01-04-17,0
Foreign,Mancherial,01-05-17,0
Foreign,Mancherial,01-06-17,
Foreign,Mancherial,01-07-17,0
Foreign,Mancherial,01-08-17,0
Foreign,Mancherial,01-09-17,0
Foreign,Mancherial,01-10-17,0
Foreign,Mancherial,01-11-17,0
Foreign,Mancherial,01-12-17,0
Foreign,Medak ,01-01-17,0
Foreign,Medak ,01-02-17,0
Foreign,Medak ,01-03-17,0
Foreign,Medak ,01-04-17,0
Foreign,Medak ,01-05-17,0
Foreign,Medak ,01-06-17,0
Foreign,Medak ,01-07-17,0
Foreign,Medak ,01-08-17,0
Foreign,Medak ,01-09-17,0
Foreign,Medak ,01-10-17,0
Foreign,Medak ,01-11-17,0
Foreign,Medak ,01-12-17,0
Foreign,Medchal ,01-01-17,
Foreign,Medchal ,01-02-17,
Foreign,Medchal ,01-03-17,
Foreign,Medchal ,01-04-17,
Foreign,Medchal ,01-05-17,
Foreign,Medchal ,01-06-17,
Foreign,Medchal ,01-07-17,
Foreign,Medchal ,01-08-17,
Foreign,Medchal ,01-09-17,
Foreign,Medchal ,01-10-17,
Foreign,Medchal ,01-11-17,
Foreign,Medchal ,01-12-17,
Foreign,Nagarkurnool ,01-01-17,19
Foreign,Nagarkurnool ,01-02-17,25
Foreign,Nagarkurnool ,01-03-17,24
Foreign,Nagarkurnool ,01-04-17,29
Foreign,Nagarkurnool ,01-05-17,31
Foreign,Nagarkurnool ,01-06-17,35
Foreign,Nagarkurnool ,01-07-17,25
Foreign,Nagarkurnool ,01-08-17,23
Foreign,Nagarkurnool ,01-09-17,32
Foreign,Nagarkurnool ,01-10-17,18
Foreign,Nagarkurnool ,01-11-17,21
Foreign,Nagarkurnool ,01-12-17,29
Foreign,Nalgonda,01-01-17,0
Foreign,Nalgonda,01-02-17,0
Foreign,Nalgonda,01-03-17,0
Foreign,Nalgonda,01-04-17,0
Foreign,Nalgonda,01-05-17,0
Foreign,Nalgonda,01-06-17,0
Foreign,Nalgonda,01-07-17,0
Foreign,Nalgonda,01-08-17,0
Foreign,Nalgonda,01-09-17,0
Foreign,Nalgonda,01-10-17,0
Foreign,Nalgonda,01-11-17,0
Foreign,Nalgonda,01-12-17,0
Foreign,Nirmal,01-01-17,0
Foreign,Nirmal,01-02-17,0
Foreign,Nirmal,01-03-17,0
Foreign,Nirmal,01-04-17,0
Foreign,Nirmal,01-05-17,0
Foreign,Nirmal,01-06-17,
Foreign,Nirmal,01-07-17,0
Foreign,Nirmal,01-08-17,0
Foreign,Nirmal,01-09-17,0
Foreign,Nirmal,01-10-17,0
Foreign,Nirmal,01-11-17,0
Foreign,Nirmal,01-12-17,0
Foreign,Nizamabad,01-01-17,0
Foreign,Nizamabad,01-02-17,0
Foreign,Nizamabad,01-03-17,0
Foreign,Nizamabad,01-04-17,2
Foreign,Nizamabad,01-05-17,0
Foreign,Nizamabad,01-06-17,0
Foreign,Nizamabad,01-07-17,0
Foreign,Nizamabad,01-08-17,0
Foreign,Nizamabad,01-09-17,0
Foreign,Nizamabad,01-10-17,0
Foreign,Nizamabad,01-11-17,0
Foreign,Nizamabad,01-12-17,0
Foreign,Peddapalli,01-01-17,0
Foreign,Peddapalli,01-02-17,0
Foreign,Peddapalli,01-03-17,0
Foreign,Peddapalli,01-04-17,0
Foreign,Peddapalli,01-05-17,0
Foreign,Peddapalli,01-06-17,0
Foreign,Peddapalli,01-07-17,0
Foreign,Peddapalli,01-08-17,0
Foreign,Peddapalli,01-09-17,0
Foreign,Peddapalli,01-10-17,0
Foreign,Peddapalli,01-11-17,0
Foreign,Peddapalli,01-12-17,0
Foreign,Rajanna Sircilla ,01-01-17,0
Foreign,Rajanna Sircilla ,01-02-17,0
Foreign,Rajanna Sircilla ,01-03-17,0
Foreign,Rajanna Sircilla ,01-04-17,0
Foreign,Rajanna Sircilla ,01-05-17,0
Foreign,Rajanna Sircilla ,01-06-17,0
Foreign,Rajanna Sircilla ,01-07-17,0
Foreign,Rajanna Sircilla ,01-08-17,0
Foreign,Rajanna Sircilla ,01-09-17,0
Foreign,Rajanna Sircilla ,01-10-17,0
Foreign,Rajanna Sircilla ,01-11-17,0
Foreign,Rajanna Sircilla ,01-12-17,0
Foreign,Ranga Reddy,01-01-17,
Foreign,Ranga Reddy,01-02-17,
Foreign,Ranga Reddy,01-03-17,
Foreign,Ranga Reddy,01-04-17,
Foreign,Ranga Reddy,01-05-17,
Foreign,Ranga Reddy,01-06-17,
Foreign,Ranga Reddy,01-07-17,
Foreign,Ranga Reddy,01-08-17,
Foreign,Ranga Reddy,01-09-17,
Foreign,Ranga Reddy,01-10-17,
Foreign,Ranga Reddy,01-11-17,
Foreign,Ranga Reddy,01-12-17,
Foreign,Sangareddy ,01-01-17,0
Foreign,Sangareddy ,01-02-17,0
Foreign,Sangareddy ,01-03-17,0
Foreign,Sangareddy ,01-04-17,0
Foreign,Sangareddy ,01-05-17,0
Foreign,Sangareddy ,01-06-17,0
Foreign,Sangareddy ,01-07-17,0
Foreign,Sangareddy ,01-08-17,0
Foreign,Sangareddy ,01-09-17,0
Foreign,Sangareddy ,01-10-17,0
Foreign,Sangareddy ,01-11-17,0
Foreign,Sangareddy ,01-12-17,0
Foreign,Siddipet,01-01-17,0
Foreign,Siddipet,01-02-17,0
Foreign,Siddipet,01-03-17,0
Foreign,Siddipet,01-04-17,0
Foreign,Siddipet,01-05-17,0
Foreign,Siddipet,01-06-17,0
Foreign,Siddipet,01-07-17,0
Foreign,Siddipet,01-08-17,0
Foreign,Siddipet,01-09-17,0
Foreign,Siddipet,01-10-17,0
Foreign,Siddipet,01-11-17,0
Foreign,Siddipet,01-12-17,0
Foreign,Suryapet,01-01-17,0
Foreign,Suryapet,01-02-17,0
Foreign,Suryapet,01-03-17,0
Foreign,Suryapet,01-04-17,0
Foreign,Suryapet,01-05-17,0
Foreign,Suryapet,01-06-17,0
Foreign,Suryapet,01-07-17,0
Foreign,Suryapet,01-08-17,0
Foreign,Suryapet,01-09-17,0
Foreign,Suryapet,01-10-17,0
Foreign,Suryapet,01-11-17,0
Foreign,Suryapet,01-12-17,0
Foreign,Vikarabad,01-01-17,
Foreign,Vikarabad,01-02-17,
Foreign,Vikarabad,01-03-17,
Foreign,Vikarabad,01-04-17,
Foreign,Vikarabad,01-05-17,
Foreign,Vikarabad,01-06-17,
Foreign,Vikarabad,01-07-17,
Foreign,Vikarabad,01-08-17,
Foreign,Vikarabad,01-09-17,
Foreign,Vikarabad,01-10-17,
Foreign,Vikarabad,01-11-17,
Foreign,Vikarabad,01-12-17,
Foreign,Wanaparthy ,01-01-17,0
Foreign,Wanaparthy ,01-02-17,0
Foreign,Wanaparthy ,01-03-17,0
Foreign,Wanaparthy ,01-04-17,0
Foreign,Wanaparthy ,01-05-17,0
Foreign,Wanaparthy ,01-06-17,0
Foreign,Wanaparthy ,01-07-17,0
Foreign,Wanaparthy ,01-08-17,0
Foreign,Wanaparthy ,01-09-17,0
Foreign,Wanaparthy ,01-10-17,0
Foreign,Wanaparthy ,01-11-17,0
Foreign,Wanaparthy ,01-12-17,0
Foreign,Warangal (Rural),01-01-17,35
Foreign,Warangal (Rural),01-02-17,25
Foreign,Warangal (Rural),01-03-17,17
Foreign,Warangal (Rural),01-04-17,19
Foreign,Warangal (Rural),01-05-17,21
Foreign,Warangal (Rural),01-06-17,24
Foreign,Warangal (Rural),01-07-17,25
Foreign,Warangal (Rural),01-08-17,28
Foreign,Warangal (Rural),01-09-17,26
Foreign,Warangal (Rural),01-10-17,25
Foreign,Warangal (Rural),01-11-17,29
Foreign,Warangal (Rural),01-12-17,32
Foreign,Warangal (Urban),01-01-17,235
Foreign,Warangal (Urban),01-02-17,242
Foreign,Warangal (Urban),01-03-17,238
Foreign,Warangal (Urban),01-04-17,209
Foreign,Warangal (Urban),01-05-17,211
Foreign,Warangal (Urban),01-06-17,194
Foreign,Warangal (Urban),01-07-17,116
Foreign,Warangal (Urban),01-08-17,219
Foreign,Warangal (Urban),01-09-17,225
Foreign,Warangal (Urban),01-10-17,236
Foreign,Warangal (Urban),01-11-17,255
Foreign,Warangal (Urban),01-12-17,250
Foreign,Yadadri Bhongir,01-01-17,0
Foreign,Yadadri Bhongir,01-02-17,0
Foreign,Yadadri Bhongir,01-03-17,0
Foreign,Yadadri Bhongir,01-04-17,0
Foreign,Yadadri Bhongir,01-05-17,0
Foreign,Yadadri Bhongir,01-06-17,0
Foreign,Yadadri Bhongir,01-07-17,0
Foreign,Yadadri Bhongir,01-08-17,0
Foreign,Yadadri Bhongir,01-09-17,0
Foreign,Yadadri Bhongir,01-10-17,0
Foreign,Yadadri Bhongir,01-11-17,0
Foreign,Yadadri Bhongir,01-12-17,0
Foreign,Adilabad,01-01-18,0
Foreign,Adilabad,01-02-18,0
Foreign,Adilabad,01-03-18,0
Foreign,Adilabad,01-04-18,0
Foreign,Adilabad,01-05-18,0
Foreign,Adilabad,01-06-18,0
Foreign,Adilabad,01-07-18,2
Foreign,Adilabad,01-08-18,3
Foreign,Adilabad,01-09-18,0
Foreign,Adilabad,01-10-18,0
Foreign,Adilabad,01-11-18,0
Foreign,Adilabad,01-12-18,0
Foreign,Bhadradri Kothagudem ,01-01-18,0
Foreign,Bhadradri Kothagudem ,01-02-18,0
Foreign,Bhadradri Kothagudem ,01-03-18,0
Foreign,Bhadradri Kothagudem ,01-04-18,0
Foreign,Bhadradri Kothagudem ,01-05-18,0
Foreign,Bhadradri Kothagudem ,01-06-18,0
Foreign,Bhadradri Kothagudem ,01-07-18,0
Foreign,Bhadradri Kothagudem ,01-08-18,0
Foreign,Bhadradri Kothagudem ,01-09-18,0
Foreign,Bhadradri Kothagudem ,01-10-18,0
Foreign,Bhadradri Kothagudem ,01-11-18,0
Foreign,Bhadradri Kothagudem ,01-12-18,0
Foreign,Hyderabad,01-01-18,35379
Foreign,Hyderabad,01-02-18,30414
Foreign,Hyderabad,01-03-18,27535
Foreign,Hyderabad,01-04-18,20830
Foreign,Hyderabad,01-05-18,21554
Foreign,Hyderabad,01-06-18,24677
Foreign,Hyderabad,01-07-18,17456
Foreign,Hyderabad,01-08-18,31217
Foreign,Hyderabad,01-09-18,22809
Foreign,Hyderabad,01-10-18,30072
Foreign,Hyderabad,01-11-18,23487
Foreign,Hyderabad,01-12-18,29358
Foreign,Jagtial ,01-01-18,0
Foreign,Jagtial ,01-02-18,0
Foreign,Jagtial ,01-03-18,0
Foreign,Jagtial ,01-04-18,0
Foreign,Jagtial ,01-05-18,0
Foreign,Jagtial ,01-06-18,0
Foreign,Jagtial ,01-07-18,0
Foreign,Jagtial ,01-08-18,0
Foreign,Jagtial ,01-09-18,0
Foreign,Jagtial ,01-10-18,0
Foreign,Jagtial ,01-11-18,0
Foreign,Jagtial ,01-12-18,0
Foreign,Jangaon ,01-01-18,0
Foreign,Jangaon ,01-02-18,0
Foreign,Jangaon ,01-03-18,0
Foreign,Jangaon ,01-04-18,0
Foreign,Jangaon ,01-05-18,0
Foreign,Jangaon ,01-06-18,0
Foreign,Jangaon ,01-07-18,0
Foreign,Jangaon ,01-08-18,0
Foreign,Jangaon ,01-09-18,0
Foreign,Jangaon ,01-10-18,0
Foreign,Jangaon ,01-11-18,0
Foreign,Jangaon ,01-12-18,0
Foreign,Jayashankar Bhoopalpally,01-01-18,50
Foreign,Jayashankar Bhoopalpally,01-02-18,60
Foreign,Jayashankar Bhoopalpally,01-03-18,70
Foreign,Jayashankar Bhoopalpally,01-04-18,45
Foreign,Jayashankar Bhoopalpally,01-05-18,40
Foreign,Jayashankar Bhoopalpally,01-06-18,35
Foreign,Jayashankar Bhoopalpally,01-07-18,40
Foreign,Jayashankar Bhoopalpally,01-08-18,35
Foreign,Jayashankar Bhoopalpally,01-09-18,40
Foreign,Jayashankar Bhoopalpally,01-10-18,40
Foreign,Jayashankar Bhoopalpally,01-11-18,40
Foreign,Jayashankar Bhoopalpally,01-12-18,44
Foreign,Jogulamba Gadwal ,01-01-18,36
Foreign,Jogulamba Gadwal ,01-02-18,6
Foreign,Jogulamba Gadwal ,01-03-18,22
Foreign,Jogulamba Gadwal ,01-04-18,15
Foreign,Jogulamba Gadwal ,01-05-18,19
Foreign,Jogulamba Gadwal ,01-06-18,19
Foreign,Jogulamba Gadwal ,01-07-18,37
Foreign,Jogulamba Gadwal ,01-08-18,42
Foreign,Jogulamba Gadwal ,01-09-18,35
Foreign,Jogulamba Gadwal ,01-10-18,13
Foreign,Jogulamba Gadwal ,01-11-18,45
Foreign,Jogulamba Gadwal ,01-12-18,11
Foreign,Kamareddy ,01-01-18,0
Foreign,Kamareddy ,01-02-18,0
Foreign,Kamareddy ,01-03-18,0
Foreign,Kamareddy ,01-04-18,0
Foreign,Kamareddy ,01-05-18,0
Foreign,Kamareddy ,01-06-18,0
Foreign,Kamareddy ,01-07-18,0
Foreign,Kamareddy ,01-08-18,
Foreign,Kamareddy ,01-09-18,
Foreign,Kamareddy ,01-10-18,0
Foreign,Kamareddy ,01-11-18,0
Foreign,Kamareddy ,01-12-18,0
Foreign,Karimnagar ,01-01-18,0
Foreign,Karimnagar ,01-02-18,0
Foreign,Karimnagar ,01-03-18,0
Foreign,Karimnagar ,01-04-18,0
Foreign,Karimnagar ,01-05-18,0
Foreign,Karimnagar ,01-06-18,0
Foreign,Karimnagar ,01-07-18,0
Foreign,Karimnagar ,01-08-18,0
Foreign,Karimnagar ,01-09-18,0
Foreign,Karimnagar ,01-10-18,0
Foreign,Karimnagar ,01-11-18,0
Foreign,Karimnagar ,01-12-18,0
Foreign,Khammam,01-01-18,0
Foreign,Khammam,01-02-18,0
Foreign,Khammam,01-03-18,0
Foreign,Khammam,01-04-18,0
Foreign,Khammam,01-05-18,0
Foreign,Khammam,01-06-18,0
Foreign,Khammam,01-07-18,0
Foreign,Khammam,01-08-18,0
Foreign,Khammam,01-09-18,0
Foreign,Khammam,01-10-18,0
Foreign,Khammam,01-11-18,0
Foreign,Khammam,01-12-18,0
Foreign,Komaram Bheem Asifabad,01-01-18,0
Foreign,Komaram Bheem Asifabad,01-02-18,0
Foreign,Komaram Bheem Asifabad,01-03-18,0
Foreign,Komaram Bheem Asifabad,01-04-18,0
Foreign,Komaram Bheem Asifabad,01-05-18,0
Foreign,Komaram Bheem Asifabad,01-06-18,0
Foreign,Komaram Bheem Asifabad,01-07-18,0
Foreign,Komaram Bheem Asifabad,01-08-18,0
Foreign,Komaram Bheem Asifabad,01-09-18,0
Foreign,Komaram Bheem Asifabad,01-10-18,0
Foreign,Komaram Bheem Asifabad,01-11-18,0
Foreign,Komaram Bheem Asifabad,01-12-18,0
Foreign,Mahabubabad ,01-01-18,0
Foreign,Mahabubabad ,01-02-18,0
Foreign,Mahabubabad ,01-03-18,0
Foreign,Mahabubabad ,01-04-18,0
Foreign,Mahabubabad ,01-05-18,0
Foreign,Mahabubabad ,01-06-18,0
Foreign,Mahabubabad ,01-07-18,0
Foreign,Mahabubabad ,01-08-18,0
Foreign,Mahabubabad ,01-09-18,0
Foreign,Mahabubabad ,01-10-18,0
Foreign,Mahabubabad ,01-11-18,0
Foreign,Mahabubabad ,01-12-18,0
Foreign,Mahbubnagar,01-01-18,45
Foreign,Mahbubnagar,01-02-18,29
Foreign,Mahbubnagar,01-03-18,28
Foreign,Mahbubnagar,01-04-18,26
Foreign,Mahbubnagar,01-05-18,26
Foreign,Mahbubnagar,01-06-18,26
Foreign,Mahbubnagar,01-07-18,47
Foreign,Mahbubnagar,01-08-18,44
Foreign,Mahbubnagar,01-09-18,52
Foreign,Mahbubnagar,01-10-18,37
Foreign,Mahbubnagar,01-11-18,68
Foreign,Mahbubnagar,01-12-18,26
Foreign,Mancherial,01-01-18,0
Foreign,Mancherial,01-02-18,0
Foreign,Mancherial,01-03-18,0
Foreign,Mancherial,01-04-18,0
Foreign,Mancherial,01-05-18,0
Foreign,Mancherial,01-06-18,0
Foreign,Mancherial,01-07-18,0
Foreign,Mancherial,01-08-18,0
Foreign,Mancherial,01-09-18,0
Foreign,Mancherial,01-10-18,0
Foreign,Mancherial,01-11-18,0
Foreign,Mancherial,01-12-18,0
Foreign,Medak ,01-01-18,0
Foreign,Medak ,01-02-18,0
Foreign,Medak ,01-03-18,0
Foreign,Medak ,01-04-18,0
Foreign,Medak ,01-05-18,0
Foreign,Medak ,01-06-18,0
Foreign,Medak ,01-07-18,0
Foreign,Medak ,01-08-18,0
Foreign,Medak ,01-09-18,0
Foreign,Medak ,01-10-18,0
Foreign,Medak ,01-11-18,0
Foreign,Medak ,01-12-18,0
Foreign,Medchal ,01-01-18,
Foreign,Medchal ,01-02-18,
Foreign,Medchal ,01-03-18,
Foreign,Medchal ,01-04-18,
Foreign,Medchal ,01-05-18,
Foreign,Medchal ,01-06-18,
Foreign,Medchal ,01-07-18,
Foreign,Medchal ,01-08-18,
Foreign,Medchal ,01-09-18,
Foreign,Medchal ,01-10-18,
Foreign,Medchal ,01-11-18,
Foreign,Medchal ,01-12-18,
Foreign,Nagarkurnool ,01-01-18,35
Foreign,Nagarkurnool ,01-02-18,15
Foreign,Nagarkurnool ,01-03-18,14
Foreign,Nagarkurnool ,01-04-18,15
Foreign,Nagarkurnool ,01-05-18,19
Foreign,Nagarkurnool ,01-06-18,15
Foreign,Nagarkurnool ,01-07-18,17
Foreign,Nagarkurnool ,01-08-18,22
Foreign,Nagarkurnool ,01-09-18,22
Foreign,Nagarkurnool ,01-10-18,8
Foreign,Nagarkurnool ,01-11-18,30
Foreign,Nagarkurnool ,01-12-18,10
Foreign,Nalgonda,01-01-18,0
Foreign,Nalgonda,01-02-18,0
Foreign,Nalgonda,01-03-18,0
Foreign,Nalgonda,01-04-18,0
Foreign,Nalgonda,01-05-18,0
Foreign,Nalgonda,01-06-18,0
Foreign,Nalgonda,01-07-18,0
Foreign,Nalgonda,01-08-18,0
Foreign,Nalgonda,01-09-18,0
Foreign,Nalgonda,01-10-18,0
Foreign,Nalgonda,01-11-18,0
Foreign,Nalgonda,01-12-18,0
Foreign,Nirmal,01-01-18,0
Foreign,Nirmal,01-02-18,0
Foreign,Nirmal,01-03-18,0
Foreign,Nirmal,01-04-18,0
Foreign,Nirmal,01-05-18,0
Foreign,Nirmal,01-06-18,0
Foreign,Nirmal,01-07-18,0
Foreign,Nirmal,01-08-18,2
Foreign,Nirmal,01-09-18,0
Foreign,Nirmal,01-10-18,0
Foreign,Nirmal,01-11-18,0
Foreign,Nirmal,01-12-18,0
Foreign,Nizamabad,01-01-18,1
Foreign,Nizamabad,01-02-18,0
Foreign,Nizamabad,01-03-18,0
Foreign,Nizamabad,01-04-18,0
Foreign,Nizamabad,01-05-18,0
Foreign,Nizamabad,01-06-18,0
Foreign,Nizamabad,01-07-18,1
Foreign,Nizamabad,01-08-18,0
Foreign,Nizamabad,01-09-18,0
Foreign,Nizamabad,01-10-18,0
Foreign,Nizamabad,01-11-18,0
Foreign,Nizamabad,01-12-18,0
Foreign,Peddapalli,01-01-18,0
Foreign,Peddapalli,01-02-18,0
Foreign,Peddapalli,01-03-18,0
Foreign,Peddapalli,01-04-18,0
Foreign,Peddapalli,01-05-18,0
Foreign,Peddapalli,01-06-18,0
Foreign,Peddapalli,01-07-18,0
Foreign,Peddapalli,01-08-18,0
Foreign,Peddapalli,01-09-18,0
Foreign,Peddapalli,01-10-18,0
Foreign,Peddapalli,01-11-18,0
Foreign,Peddapalli,01-12-18,0
Foreign,Rajanna Sircilla ,01-01-18,0
Foreign,Rajanna Sircilla ,01-02-18,0
Foreign,Rajanna Sircilla ,01-03-18,0
Foreign,Rajanna Sircilla ,01-04-18,0
Foreign,Rajanna Sircilla ,01-05-18,0
Foreign,Rajanna Sircilla ,01-06-18,0
Foreign,Rajanna Sircilla ,01-07-18,0
Foreign,Rajanna Sircilla ,01-08-18,0
Foreign,Rajanna Sircilla ,01-09-18,0
Foreign,Rajanna Sircilla ,01-10-18,0
Foreign,Rajanna Sircilla ,01-11-18,0
Foreign,Rajanna Sircilla ,01-12-18,0
Foreign,Ranga Reddy,01-01-18,
Foreign,Ranga Reddy,01-02-18,
Foreign,Ranga Reddy,01-03-18,
Foreign,Ranga Reddy,01-04-18,
Foreign,Ranga Reddy,01-05-18,
Foreign,Ranga Reddy,01-06-18,
Foreign,Ranga Reddy,01-07-18,
Foreign,Ranga Reddy,01-08-18,
Foreign,Ranga Reddy,01-09-18,
Foreign,Ranga Reddy,01-10-18,
Foreign,Ranga Reddy,01-11-18,
Foreign,Ranga Reddy,01-12-18,
Foreign,Sangareddy ,01-01-18,0
Foreign,Sangareddy ,01-02-18,0
Foreign,Sangareddy ,01-03-18,0
Foreign,Sangareddy ,01-04-18,0
Foreign,Sangareddy ,01-05-18,0
Foreign,Sangareddy ,01-06-18,0
Foreign,Sangareddy ,01-07-18,0
Foreign,Sangareddy ,01-08-18,0
Foreign,Sangareddy ,01-09-18,0
Foreign,Sangareddy ,01-10-18,0
Foreign,Sangareddy ,01-11-18,0
Foreign,Sangareddy ,01-12-18,0
Foreign,Siddipet,01-01-18,0
Foreign,Siddipet,01-02-18,0
Foreign,Siddipet,01-03-18,0
Foreign,Siddipet,01-04-18,0
Foreign,Siddipet,01-05-18,0
Foreign,Siddipet,01-06-18,0
Foreign,Siddipet,01-07-18,0
Foreign,Siddipet,01-08-18,0
Foreign,Siddipet,01-09-18,0
Foreign,Siddipet,01-10-18,0
Foreign,Siddipet,01-11-18,0
Foreign,Siddipet,01-12-18,0
Foreign,Suryapet,01-01-18,0
Foreign,Suryapet,01-02-18,0
Foreign,Suryapet,01-03-18,0
Foreign,Suryapet,01-04-18,0
Foreign,Suryapet,01-05-18,0
Foreign,Suryapet,01-06-18,0
Foreign,Suryapet,01-07-18,0
Foreign,Suryapet,01-08-18,0
Foreign,Suryapet,01-09-18,0
Foreign,Suryapet,01-10-18,0
Foreign,Suryapet,01-11-18,0
Foreign,Suryapet,01-12-18,0
Foreign,Vikarabad,01-01-18,
Foreign,Vikarabad,01-02-18,
Foreign,Vikarabad,01-03-18,
Foreign,Vikarabad,01-04-18,
Foreign,Vikarabad,01-05-18,
Foreign,Vikarabad,01-06-18,
Foreign,Vikarabad,01-07-18,
Foreign,Vikarabad,01-08-18,
Foreign,Vikarabad,01-09-18,
Foreign,Vikarabad,01-10-18,
Foreign,Vikarabad,01-11-18,
Foreign,Vikarabad,01-12-18,
Foreign,Wanaparthy ,01-01-18,0
Foreign,Wanaparthy ,01-02-18,0
